text	label
undermining	0
massacring thousands of innocent people	0
epic - sized default	0
condemns	0
are quite respectful	1
sabotage by white farmers	0
had caused the demise	0
downgrading	0
supported	1
legitimate	1
confined to minute cells	0
slammed	0
hopes	1
bowed to	0
accused	0
grave violations	0
sought	1
very obviously	0
how docile	1
oppressive israeli military campaign	0
may god be satisfied with him	1
hope	1
nothing but a mere public relations tool	0
support	1
do not recognize	0
to seek to target	0
surge	0
risked the full weight of the law	0
suffer	0
arbitrarily	0
is brazen	0
would not	0
agreement	0
no one can feel proud	0
regards	1
condemned	0
they are so wrong and far from this reality	0
just for them	0
invited	1
feels uneasy	0
dislike	0
a naive , patently stupid young man who chose the wrong heroes	0
nor especially democratic	0
defeated	0
has no chance of living and developing peacefully	0
against	0
proliferation	0
the protests	0
decided	0
subjected	0
cope	0
covert motive	0
feeling of uncertainty	0
refused	0
warned against	0
better way forward	1
now resembles the destruction of the very people	0
an ``axis of evil	0
adopted	1
dictatorial tactics	0
will do whatever it takes to defend our security	1
as bad a human rights record as	0
fears	0
worsening	0
have also agreed	1
protests	0
smoothly	1
call for	1
bellowing	0
denounced	0
we would be digging ourselves out of the ruins at this time	0
appeal	1
affected every corner of the earth	0
dangerous course of action	0
would still soar	0
insufficient mortgage loans	0
reality that is much worse than war	0
were honest	1
about three million bitter people	0
mounting concerns	0
violence	0
to bow and accept the mayor 's , israel 's , demands	1
violation	0
outrage	0
scupper any hope	0
major force of anti - terrorism	1
spiteful attitude	0
very dangerous	0
has criticised	0
bastion of resistance	0
conflict of interests	0
good things	1
is justified	1
explosive move	0
because	0
will profit as well	1
failed to reach agreement	0
non - white anglo - saxon - protestant humanity	0
based on its terms	0
new , better - run	1
irreversible	0
begin to support	1
complaints	0
solid and often eloquent	1
condemned	0
plan	1
hallucination	0
would have enormous implications	0
criminals	0
second only to that of a nuclear war	0
but not	0
the refusal	0
a strong hope	1
confidence crisis	0
onslaught of the international credit vultures	0
would like	1
do n't support	0
good	1
are feeling	0
voiced opposition	0
would be handicapped	0
brutally	0
called upon	1
had been tipped	1
noble cause	1
as an act of submission	0
quite valid	1
is this how	0
whose hair is not blondest of the blonde	0
considers	1
expresses condolence , sympathy and solicitude	0
supported	1
increasingly isolated on the international stage	0
outcry	0
disenfranchised	0
in fact his government is illegitimate	0
no means to justify	0
is denying	0
specifically named	0
has been calling	0
persists	0
be satisfied	1
all kinds of vicious conduct	0
colonialism	0
falling victim	0
pressure	1
congratulations	1
found itself literally in the plight of a punching bag	0
brutalised	0
provocations	0
threats by	0
will not allow	0
with a vengeance	1
accusing	0
was offended	0
responsible for	0
do n't think	0
such a false	0
a bold challenge	1
called for	1
axis of evil	0
the power of	1
it is obsolete , it does not work	0
barefoot , wearing sandals and in the snow	0
reckless	0
vicious	0
excellent technical preparation and mature action	1
to take issue with	0
crusader	0
as a human being	1
do n't deserve	0
dangerous flashpoint	0
respecting	1
crime against humanity	0
cautioned	0
expressed satisfaction	1
all was not lost	1
disagree	0
the world 's most dangerous regimes	0
rallied around	1
some guano rock in the pacific	0
collective disapproval	0
is to allow the growth of a dangerous focus	0
are n't quite at peace	0
rejected	0
club fed	0
heavy toll	0
extremists	0
is not acceptable in a democracy	0
vote rigging has been so thorough that hopes for a free election are dead	0
denied	0
justice must be done	1
ensure instability or militancy	0
as friends or not evil	1
clear self - restraint and abidance	1
prejudices	0
in violation	0
not a price worth paying	0
want	1
completely isolated	0
grimly replied	0
suggestions	0
preferring	1
campaign	0
certainly help	1
playing with words	0
self - styled	0
alleged	0
in order to try to impede	0
further damage	0
bad decision	0
cosying up	0
spurious	0
to deny	0
foundered	0
wants	1
such boasts	0
does not reflect	0
would interfere	0
congratulated	1
may still hope	1
fraud	0
the great money laundering operation	0
wants	1
seek	1
relished the role of cassandra to the philippine national police	0
this is our major concern	0
much criticism	0
is trying to move the goal posts to disenfranchise people	0
flimsy pretexts	0
gives new life	1
spout	0
were likely not to be free and fair	0
is the problem	0
trying to harass	0
quite good	1
would surely be higher still	0
openly took issue	0
were only to be expected	0
caused serious damage	0
countless letters , statements , and comments protesting	0
are eyesores	0
rejection	0
lot of heartbreak over the years	0
will not be the same as	0
treating people this way	0
taking away from	0
opts for brute force	0
among the countries that have pledged	1
has requested	1
conciliatory speech	1
somewhat insane	0
launch attack	0
also realistic	1
tensions	0
resignation	0
done with ulterior motives	0
relieved	1
nothing would come of a meeting	0
fortunately	1
great	0
the destruction	0
other so - called civilized nations	0
refused	0
dignity	1
sheer lies	0
purposes of intimidation and exaggeration	0
left behind	1
can be abated	1
tinkering	0
have been heavily critical	0
the world 's sole superpower	1
also hope	1
always likes to dwell on	0
reclusive `stalinist ' state	0
accomplice in the destruction	0
protest	0
wanted	1
a man blinded by power	0
unfair	0
in admirable harmony	0
not a basket case	0
failure	0
has promised	1
will collapse	0
promote	1
despite	0
spurned	0
the problem is , who can ensure that these guidelines will indeed be adhered to	0
have been accused	0
preferable	1
solidarity	1
readiness to establish a just peace	1
such remarks	0
have its way with	0
disastrous	0
apparently not	0
negative reports	0
strong support for	1
opposed	0
is realized and the cause of justice wins	1
hope	1
commitment and respect	1
non - negotiable	0
intended to be a warning	0
will bear witness	1
imposing constraints	0
wants to create	1
decided to back	1
have been justified	1
has obviously counted on	1
like to speak for	1
if through him they are able to orient turkey in any way they choose	0
unfair	0
hoping	1
free and fair	1
it is inevitable for injustice to meet denunciation and rejection	0
would not accept	0
axis of evil	0
unable to move	0
better fed	1
that 's exactly what duhalde most lacks	0
naked pursuit	0
refused	0
tremendous opportunities	1
i lost any sense of dignity	0
by whatever means possible	0
such a disadvantageous situation	0
could be damaged	0
botched coup	0
warns	0
domino effect	0
thrust into its worst crisis	0
do not want to yield	0
supported	1
should take place	1
hidden agents	0
victory	1
necessary evil	0
will never accept	0
open defiance	0
have no intention	0
urged	1
stance	0
declining support for	0
do their best	1
ask	1
were treated with suspicion	0
strongly condemn	0
refusing to restate	0
to pay attention to respecting	1
many and often confusing	0
only to mislead	0
peaceful	1
violate	0
promised	1
great	1
hesitated	0
called on	0
sharp international rebuke	0
friendly	1
rigged	0
health is already extremely undermined	0
wants	1
business - as - usual	0
can not be called a democracy	0
long - desired	1
nostalgia	1
common enemy of all civilized men and women	0
hopes	1
policies	1
because the salary is not enough	0
mdc sympathies	1
such fruitful results	1
successfully rallied	1
even with all their tricks , there are too many of us	0
brutal	0
demonstrable progress	1
would protest	0
intelligent , rational	1
work for peace	1
illegal combatants	0
not pleased	0
wise	1
a late resolution	0
charges	0
breakthrough	1
irrelevant	0
offering	1
pretext	0
was a gift	1
were ill - received	0
are n't even allowed	0
vicissitudes	0
adulteration or deceitful use	0
beautiful historic coincidence	1
aggression	0
effectively curb	1
angry	0
to stem the roots of terrorism	1
an expression of a higher form of justice	1
against	0
terror	0
oneupmanship	0
would like	1
with much intensity	1
cages	0
much fairer	1
having put his life in danger	0
not try to change the world by command	0
axis of evil remarks	0
came straight from the heart	1
joined in a giant protest	0
will of	1
smear tactic	0
restore credibility	1
guaranteed	1
sovereignty and land in spirit	1
can only lead to bad decisions	0
has always resolutely opposed	0
would not have been a free and fair poll	0
repeated calls	1
protection	1
are worried	0
the actual death blow	0
good intentions	1
march on the presidential palace	0
seemed willing	1
repeatedly accused	0
hard - line	0
axis of evil	0
there is irony - - including from the sober	0
remained poor	0
approve	1
but	0
expressed concern	0
persistent alignment	1
warned	0
arbiter of democratic legitimacy	1
international dictatorship	0
should go	0
open to widespread abuse	0
freedom	1
virtually no attention has been paid	0
abating	1
reckless	0
are in shreds	0
frantically	0
ridicule	0
outrages	0
are concerned	0
supported	1
hollering	0
likened	0
supporting	1
what a brazen - faced deception of reality	0
the opposition by	0
mistake	0
refusal	0
would callously exploit	0
creeps	0
it would have avoided this problem	0
peaceful reunification and 'one country two systems	1
preserve	1
just empty rhetoric	0
may not	0
supports it with words and deeds	1
does not commit	0
the reactions	0
but	0
preservation of democracy and human rights	1
refusal to approve	0
politician incapable of controlling the palestinian suicide bombers	0
of more	0
condemnation	0
big secret	0
were not prepared	0
grieving	0
could support	0
the threats launched	0
impose	0
in the hands of presidential cronies and members of the ruling party elite	0
not an acceptable	0
seems to be determined to expand the scope of the anti - terror war	0
unpleasant	0
act of terrorism	0
continue to encourage	1
support of	1
what fate awaits argentina 's crisis - stricken economy	0
bowed to pressure	0
breakdown	0
serious	0
with typical understatement	0
method reporting	0
incited	0
assassinate ' the rights	0
backdrop of uncertainty	0
flexible and gradual	1
should forge unity	1
bodes well	1
even	0
undisguised declaration of war and a rhetoric threatening aggression	0
